"","p_d_node","p_state","d_state","change","p_pp","d_pp","dpp>ppp"
"169","1182_1183",0,0,0,0.848,0.864,1
"170","1183_1184",0,0,0,0.864,0.998,1
"171","1184_81",0,0,0,0.998,1,1
"172","1184_1185",0,0,0,0.998,1,1
"173","1185_82",0,0,0,1,1,0
"174","1185_1186",0,0,0,1,1,0
"175","1186_83",0,0,0,1,1,0
"176","1186_1187",0,0,0,1,1,0
"177","1187_1188",0,0,0,1,1,0
"178","1188_84",0,0,0,1,1,0
"179","1188_85",0,0,0,1,1,0
"180","1187_86",0,0,0,1,1,0
"181","1183_1189",0,0,0,0.864,0.914,1
"182","1189_1190",0,0,0,0.914,0.918,1
"183","1190_1191",0,0,0,0.918,0.926,1
"184","1191_1192",0,0,0,0.926,0.908,0
"185","1192_1193",0,0,0,0.908,0.876,0
"186","1193_1194",0,0,0,0.876,1,1
"187","1194_87",0,0,0,1,1,0
"188","1194_88",0,0,0,1,1,0
"189","1193_1195",0,0,0,0.876,0.858,0
"190","1195_1196",0,1,1,0.858,0.952,1
"191","1196_89",1,1,0,0.952,1,1
"192","1196_90",1,0,1,0.952,1,1
"193","1195_1197",0,0,0,0.858,0.994,1
"194","1197_1198",0,0,0,0.994,0.996,1
"195","1198_91",0,0,0,0.996,1,1
"196","1198_92",0,0,0,0.996,1,1
"197","1197_1199",0,0,0,0.994,0.996,1
"198","1199_93",0,0,0,0.996,1,1
"199","1199_94",0,0,0,0.996,1,1
"200","1192_1200",0,0,0,0.908,0.912,1
"201","1200_95",0,0,0,0.912,1,1
"202","1200_1201",0,0,0,0.912,0.994,1
"203","1201_1202",0,0,0,0.994,1,1
"204","1202_96",0,0,0,1,1,0
"205","1202_97",0,0,0,1,1,0
"206","1201_98",0,0,0,0.994,1,1
"207","1191_1203",0,0,0,0.926,0.938,1
"208","1203_99",0,0,0,0.938,1,1
"209","1203_1204",0,0,0,0.938,0.938,0
"210","1204_1205",0,0,0,0.938,0.94,1
"211","1205_100",0,0,0,0.94,1,1
"212","1205_101",0,0,0,0.94,1,1
"213","1204_1206",0,0,0,0.938,0.946,1
"214","1206_1207",0,0,0,0.946,0.944,0
"215","1207_102",0,0,0,0.944,1,1
"216","1207_1208",0,0,0,0.944,0.942,0
"217","1208_103",0,0,0,0.942,1,1
"218","1208_104",0,0,0,0.942,1,1
"219","1206_1209",0,0,0,0.946,0.924,0
"220","1209_1210",0,0,0,0.924,0.894,0
"221","1210_105",0,0,0,0.894,1,1
"222","1210_1211",0,0,0,0.894,0.898,1
"223","1211_106",0,0,0,0.898,1,1
"224","1211_1212",0,0,0,0.898,0.94,1
"225","1212_107",0,0,0,0.94,1,1
"226","1212_1213",0,0,0,0.94,0.982,1
"227","1213_108",0,0,0,0.982,1,1
"228","1213_109",0,0,0,0.982,1,1
"229","1209_1214",0,0,0,0.924,0.944,1
"230","1214_110",0,0,0,0.944,1,1
"231","1214_111",0,0,0,0.944,1,1
"232","1190_1215",0,0,0,0.918,0.916,0
"233","1215_1216",0,0,0,0.916,0.898,0
"234","1216_1217",0,0,0,0.898,1,1
"235","1217_1218",0,0,0,1,1,0
"236","1218_112",0,0,0,1,1,0
"237","1218_113",0,0,0,1,1,0
"238","1217_1219",0,0,0,1,1,0
"239","1219_114",0,0,0,1,1,0
"240","1219_115",0,0,0,1,1,0
"241","1216_1220",0,0,0,0.898,0.974,1
"242","1220_1221",0,0,0,0.974,0.99,1
"243","1221_1222",0,0,0,0.99,0.994,1
"244","1222_1223",0,0,0,0.994,1,1
"245","1223_116",0,0,0,1,1,0
"246","1223_117",0,0,0,1,1,0
"247","1222_1224",0,0,0,0.994,0.99,0
"248","1224_118",0,0,0,0.99,1,1
"249","1224_1225",0,0,0,0.99,0.994,1
"250","1225_1226",0,0,0,0.994,0.988,0
"251","1226_1227",0,0,0,0.988,0.986,0
"252","1227_119",0,0,0,0.986,1,1
"253","1227_120",0,0,0,0.986,1,1
"254","1226_1228",0,0,0,0.988,1,1
"255","1228_121",0,0,0,1,1,0
"256","1228_1229",0,0,0,1,1,0
"257","1229_122",0,0,0,1,1,0
"258","1229_1230",0,0,0,1,1,0
"259","1230_123",0,0,0,1,1,0
"260","1230_1231",0,0,0,1,1,0
"261","1231_124",0,0,0,1,1,0
"262","1231_125",0,0,0,1,1,0
"263","1225_126",0,0,0,0.994,1,1
"264","1221_127",0,0,0,0.99,1,1
"265","1220_1232",0,0,0,0.974,0.968,0
"266","1232_1233",0,0,0,0.968,0.932,0
"267","1233_1234",0,0,0,0.932,0.956,1
"268","1234_128",0,0,0,0.956,1,1
"269","1234_1235",0,0,0,0.956,0.998,1
"270","1235_129",0,0,0,0.998,1,1
"271","1235_1236",0,0,0,0.998,1,1
"272","1236_130",0,0,0,1,1,0
"273","1236_1237",0,0,0,1,1,0
"274","1237_1238",0,0,0,1,1,0
"275","1238_131",0,0,0,1,1,0
"276","1238_132",0,0,0,1,1,0
"277","1237_1239",0,0,0,1,1,0
"278","1239_133",0,0,0,1,1,0
"279","1239_134",0,0,0,1,1,0
"280","1233_1240",0,0,0,0.932,0.74,0
"281","1240_135",0,0,0,0.74,1,1
"282","1240_136",0,1,1,0.74,1,1
"283","1232_1241",0,0,0,0.968,1,1
"284","1241_137",0,0,0,1,1,0
"285","1241_1242",0,0,0,1,1,0
"286","1242_138",0,0,0,1,1,0
"287","1242_139",0,0,0,1,1,0
"288","1215_1243",0,0,0,0.916,0.916,0
"289","1243_140",0,0,0,0.916,1,1
"290","1243_1244",0,0,0,0.916,1,1
"291","1244_141",0,0,0,1,1,0
"292","1244_142",0,0,0,1,1,0
"293","1189_1245",0,0,0,0.914,0.902,0
"294","1245_143",0,0,0,0.902,1,1
"295","1245_144",0,0,0,0.902,1,1
"296","1182_1246",0,0,0,0.848,0.916,1
"297","1246_145",0,0,0,0.916,1,1
"298","1246_1247",0,0,0,0.916,0.924,1
"299","1247_1248",0,0,0,0.924,0.928,1
"300","1248_1249",0,0,0,0.928,0.91,0
"301","1249_146",0,1,1,0.91,1,1
"302","1249_1250",0,0,0,0.91,0.914,1
"303","1250_147",0,0,0,0.914,1,1
"304","1250_1251",0,0,0,0.914,0.916,1
"305","1251_1252",0,0,0,0.916,0.946,1
"306","1252_1253",0,0,0,0.946,0.938,0
"307","1253_148",0,0,0,0.938,1,1
"308","1253_149",0,0,0,0.938,1,1
"309","1252_1254",0,0,0,0.946,0.964,1
"310","1254_150",0,0,0,0.964,1,1
"311","1254_1255",0,0,0,0.964,0.958,0
"312","1255_151",0,0,0,0.958,1,1
"313","1255_152",0,0,0,0.958,1,1
"314","1251_1256",0,0,0,0.916,0.86,0
"315","1256_1257",0,0,0,0.86,0.85,0
"316","1257_1258",0,0,0,0.85,0.772,0
"317","1258_1259",0,0,0,0.772,0.702,0
"318","1259_1260",0,0,0,0.702,0.882,1
"319","1260_153",0,0,0,0.882,1,1
"320","1260_1261",0,0,0,0.882,0.994,1
"321","1261_154",0,0,0,0.994,1,1
"322","1261_155",0,0,0,0.994,1,1
"323","1259_1262",0,0,0,0.702,0.516,0
"324","1262_156",0,1,1,0.516,1,1
"325","1262_157",0,1,1,0.516,1,1
"326","1258_1263",0,0,0,0.772,0.994,1
"327","1263_158",0,0,0,0.994,1,1
"328","1263_159",0,0,0,0.994,1,1
"329","1257_160",0,0,0,0.85,1,1
"330","1256_1264",0,0,0,0.86,0.84,0
"331","1264_161",0,0,0,0.84,1,1
"332","1264_1265",0,0,0,0.84,0.998,1
"333","1265_162",0,0,0,0.998,1,1
"334","1265_163",0,0,0,0.998,1,1
"335","1248_1266",0,0,0,0.928,0.948,1
"336","1266_164",0,0,0,0.948,1,1
"337","1266_1267",0,0,0,0.948,0.948,0
"338","1267_1268",0,0,0,0.948,0.96,1
"339","1268_165",0,0,0,0.96,1,1
"340","1268_1269",0,0,0,0.96,0.988,1
"341","1269_1270",0,0,0,0.988,0.998,1
"342","1270_166",0,0,0,0.998,1,1
"343","1270_167",0,0,0,0.998,1,1
"344","1269_1271",0,0,0,0.988,0.996,1
"345","1271_1272",0,0,0,0.996,1,1
"346","1272_168",0,0,0,1,1,0
"347","1272_169",0,0,0,1,1,0
"348","1271_170",0,0,0,0.996,1,1
"349","1267_1273",0,0,0,0.948,0.956,1
"350","1273_1274",0,0,0,0.956,0.952,0
"351","1274_1275",0,0,0,0.952,0.876,0
"352","1275_1276",0,1,1,0.876,1,1
"353","1276_1277",1,1,0,1,1,0
"354","1277_171",1,1,0,1,1,0
"355","1277_172",1,0,1,1,1,0
"356","1276_173",1,1,0,1,1,0
"357","1275_1278",0,0,0,0.876,0.972,1
"358","1278_174",0,0,0,0.972,1,1
"359","1278_1279",0,0,0,0.972,0.996,1
"360","1279_175",0,0,0,0.996,1,1
"361","1279_1280",0,0,0,0.996,1,1
"362","1280_176",0,0,0,1,1,0
"363","1280_177",0,0,0,1,1,0
"364","1274_1281",0,0,0,0.952,0.958,1
"365","1281_178",0,0,0,0.958,1,1
"366","1281_179",0,0,0,0.958,1,1
"367","1273_1282",0,0,0,0.956,0.936,0
"368","1282_1283",0,0,0,0.936,0.984,1
"369","1283_180",0,0,0,0.984,1,1
"370","1283_1284",0,0,0,0.984,0.998,1
"371","1284_1285",0,0,0,0.998,1,1
"372","1285_1286",0,0,0,1,1,0
"373","1286_181",0,0,0,1,1,0
"374","1286_182",0,0,0,1,1,0
"375","1285_1287",0,0,0,1,1,0
"376","1287_183",0,0,0,1,1,0
"377","1287_1288",0,0,0,1,1,0
"378","1288_1289",0,0,0,1,1,0
"379","1289_184",0,0,0,1,1,0
"380","1289_185",0,0,0,1,1,0
"381","1288_186",0,0,0,1,1,0
"382","1284_187",0,0,0,0.998,1,1
"383","1282_1290",0,0,0,0.936,0.998,1
"384","1290_188",0,0,0,0.998,1,1
"385","1290_189",0,0,0,0.998,1,1
"386","1247_190",0,0,0,0.924,1,1
"387","1181_1291",0,0,0,0.828,0.624,0
"388","1291_191",0,1,1,0.624,1,1
"389","1291_1292",0,0,0,0.624,0.81,1
"390","1292_192",0,0,0,0.81,1,1
"391","1292_1293",0,0,0,0.81,0.78,0
"392","1293_193",0,1,1,0.78,1,1
"393","1293_1294",0,0,0,0.78,0.904,1
"394","1294_194",0,0,0,0.904,1,1
"395","1294_1295",0,0,0,0.904,0.972,1
"396","1295_1296",0,0,0,0.972,0.974,1
"397","1296_1297",0,0,0,0.974,0.986,1
"398","1297_195",0,0,0,0.986,1,1
"399","1297_196",0,0,0,0.986,1,1
"400","1296_197",0,0,0,0.974,1,1
"401","1295_1298",0,0,0,0.972,1,1
"402","1298_198",0,0,0,1,1,0
"403","1298_199",0,0,0,1,1,0
"404","1180_1299",0,0,0,0.814,0.824,1
"405","1299_200",0,0,0,0.824,1,1
"406","1299_1300",0,0,0,0.824,0.834,1
"407","1300_1301",0,0,0,0.834,0.832,0
"408","1301_201",0,0,0,0.832,1,1
"409","1301_1302",0,0,0,0.832,0.872,1
"410","1302_202",0,0,0,0.872,1,1
"411","1302_1303",0,0,0,0.872,0.916,1
"412","1303_203",0,0,0,0.916,1,1
"413","1303_1304",0,0,0,0.916,0.998,1
"414","1304_204",0,0,0,0.998,1,1
"415","1304_205",0,0,0,0.998,1,1
"416","1300_1305",0,0,0,0.834,0.832,0
"417","1305_1306",0,0,0,0.832,0.896,1
"418","1306_206",0,0,0,0.896,1,1
"419","1306_1307",0,0,0,0.896,0.928,1
"420","1307_1308",0,0,0,0.928,0.994,1
"421","1308_207",0,0,0,0.994,1,1
"422","1308_208",0,0,0,0.994,1,1
"423","1307_209",0,0,0,0.928,1,1
"424","1305_1309",0,0,0,0.832,0.82,0
"425","1309_1310",0,0,0,0.82,0.848,1
"426","1310_1311",0,0,0,0.848,0.814,0
"427","1311_1312",0,0,0,0.814,0.948,1
"428","1312_210",0,0,0,0.948,1,1
"429","1312_211",0,0,0,0.948,1,1
"430","1311_1313",0,0,0,0.814,0.972,1
"431","1313_212",0,0,0,0.972,1,1
"432","1313_213",0,0,0,0.972,1,1
"433","1310_1314",0,0,0,0.848,0.85,1
"434","1314_1315",0,0,0,0.85,0.886,1
"435","1315_214",0,0,0,0.886,1,1
"436","1315_1316",0,0,0,0.886,0.942,1
"437","1316_1317",0,0,0,0.942,0.994,1
"438","1317_215",0,0,0,0.994,1,1
"439","1317_216",0,0,0,0.994,1,1
"440","1316_217",0,0,0,0.942,1,1
"441","1314_1318",0,0,0,0.85,0.846,0
"442","1318_1319",0,0,0,0.846,0.998,1
"443","1319_218",0,0,0,0.998,1,1
"444","1319_219",0,0,0,0.998,1,1
"445","1318_220",0,0,0,0.846,1,1
"446","1309_1320",0,0,0,0.82,0.848,1
"447","1320_1321",0,0,0,0.848,0.922,1
"448","1321_221",0,0,0,0.922,1,1
"449","1321_222",0,0,0,0.922,1,1
"450","1320_1322",0,0,0,0.848,0.87,1
"451","1322_223",0,0,0,0.87,1,1
"452","1322_1323",0,0,0,0.87,0.856,0
"453","1323_1324",0,0,0,0.856,0.854,0
"454","1324_1325",0,0,0,0.854,0.906,1
"455","1325_224",0,0,0,0.906,1,1
"456","1325_1326",0,0,0,0.906,0.994,1
"457","1326_225",0,0,0,0.994,1,1
"458","1326_226",0,0,0,0.994,1,1
"459","1324_1327",0,0,0,0.854,0.862,1
"460","1327_227",0,0,0,0.862,1,1
"461","1327_228",0,0,0,0.862,1,1
"462","1323_1328",0,0,0,0.856,0.86,1
"463","1328_1329",0,0,0,0.86,1,1
"464","1329_229",0,0,0,1,1,0
"465","1329_230",0,0,0,1,1,0
"466","1328_231",0,0,0,0.86,1,1
"467","1173_1330",0,0,0,0.832,0.812,0
"468","1330_1331",0,0,0,0.812,0.79,0
"469","1331_1332",0,0,0,0.79,0.716,0
"470","1332_232",0,1,1,0.716,1,1
"471","1332_233",0,1,1,0.716,1,1
"472","1331_1333",0,0,0,0.79,0.758,0
"473","1333_234",0,0,0,0.758,1,1
"474","1333_1334",0,0,0,0.758,0.704,0
"475","1334_1335",0,0,0,0.704,0.64,0
"476","1335_235",0,1,1,0.64,1,1
"477","1335_1336",0,0,0,0.64,0.642,1
"478","1336_1337",0,0,0,0.642,0.61,0
"479","1337_236",0,1,1,0.61,1,1
"480","1337_1338",0,0,0,0.61,0.636,1
"481","1338_237",0,0,0,0.636,1,1
"482","1338_1339",0,0,0,0.636,0.564,0
"483","1339_238",0,0,0,0.564,1,1
"484","1339_239",0,1,1,0.564,1,1
"485","1336_240",0,0,0,0.642,1,1
"486","1334_241",0,0,0,0.704,1,1
"487","1330_1340",0,0,0,0.812,0.86,1
"488","1340_242",0,1,1,0.86,1,1
"489","1340_243",0,0,0,0.86,1,1
"490","1151_1341",0,0,0,0.858,0.86,1
"491","1341_1342",0,0,0,0.86,0.858,0
"492","1342_244",0,0,0,0.858,1,1
"493","1342_1343",0,0,0,0.858,0.822,0
"494","1343_1344",0,0,0,0.822,0.604,0
"495","1344_245",0,1,1,0.604,1,1
"496","1344_246",0,0,0,0.604,1,1
"497","1343_1345",0,0,0,0.822,0.916,1
"498","1345_247",0,0,0,0.916,1,1
"499","1345_248",0,0,0,0.916,1,1
"500","1341_1346",0,0,0,0.86,0.988,1
"501","1346_249",0,0,0,0.988,1,1
"502","1346_1347",0,0,0,0.988,1,1
"503","1347_250",0,0,0,1,1,0
"504","1347_1348",0,0,0,1,1,0
"505","1348_251",0,0,0,1,1,0
"506","1348_1349",0,0,0,1,1,0
"507","1349_252",0,0,0,1,1,0
"508","1349_1350",0,0,0,1,1,0
"509","1350_253",0,0,0,1,1,0
"510","1350_254",0,0,0,1,1,0
"511","1142_1351",0,0,0,0.878,0.902,1
"512","1351_255",0,0,0,0.902,1,1
"513","1351_256",0,0,0,0.902,1,1
"514","1141_1352",0,0,0,0.884,0.872,0
"515","1352_1353",0,0,0,0.872,0.852,0
"516","1353_1354",0,0,0,0.852,0.874,1
"517","1354_1355",0,0,0,0.874,0.948,1
"518","1355_257",0,0,0,0.948,1,1
"519","1355_258",0,0,0,0.948,1,1
"520","1354_259",0,0,0,0.874,1,1
"521","1353_260",0,0,0,0.852,1,1
"522","1352_261",0,0,0,0.872,1,1
"523","1115_1356",0,0,0,0.844,0.824,0
"524","1356_262",0,1,1,0.824,1,1
"525","1356_1357",0,0,0,0.824,0.826,1
"526","1357_263",0,0,0,0.826,1,1
"527","1357_264",0,0,0,0.826,1,1
"528","1110_1358",0,0,0,0.814,0.806,0
"529","1358_1359",0,0,0,0.806,0.818,1
"530","1359_1360",0,0,0,0.818,0.82,1
"531","1360_1361",0,0,0,0.82,0.822,1
"532","1361_1362",0,0,0,0.822,0.908,1
"533","1362_1363",0,0,0,0.908,0.91,1
"534","1363_265",0,0,0,0.91,1,1
"535","1363_266",0,0,0,0.91,1,1
"536","1362_1364",0,0,0,0.908,0.912,1
"537","1364_1365",0,0,0,0.912,0.962,1
"538","1365_267",0,0,0,0.962,1,1
"539","1365_268",0,0,0,0.962,1,1
"540","1364_1366",0,0,0,0.912,0.972,1
"541","1366_269",0,0,0,0.972,1,1
"542","1366_1367",0,0,0,0.972,0.996,1
"543","1367_1368",0,0,0,0.996,0.998,1
"544","1368_270",0,0,0,0.998,1,1
"545","1368_1369",0,0,0,0.998,0.99,0
"546","1369_271",0,0,0,0.99,1,1
"547","1369_272",0,0,0,0.99,1,1
"548","1367_273",0,0,0,0.996,1,1
"549","1361_1370",0,0,0,0.822,0.796,0
"550","1370_1371",0,0,0,0.796,0.558,0
"551","1371_274",0,1,1,0.558,1,1
"552","1371_1372",0,0,0,0.558,0.676,1
"553","1372_1373",0,1,1,0.676,0.702,1
"554","1373_275",1,1,0,0.702,1,1
"555","1373_276",1,1,0,0.702,1,1
"556","1372_1374",0,0,0,0.676,0.824,1
"557","1374_1375",0,0,0,0.824,0.92,1
"558","1375_277",0,0,0,0.92,1,1
"559","1375_1376",0,0,0,0.92,0.936,1
"560","1376_278",0,0,0,0.936,1,1
"561","1376_279",0,0,0,0.936,1,1
"562","1374_280",0,0,0,0.824,1,1
"563","1370_281",0,0,0,0.796,1,1
"564","1360_1377",0,0,0,0.82,0.884,1
"565","1377_282",0,0,0,0.884,1,1
"566","1377_1378",0,0,0,0.884,0.92,1
"567","1378_1379",0,0,0,0.92,0.992,1
"568","1379_283",0,0,0,0.992,1,1
"569","1379_284",0,0,0,0.992,1,1
"570","1378_1380",0,0,0,0.92,0.952,1
"571","1380_1381",0,0,0,0.952,0.93,0
"572","1381_1382",0,0,0,0.93,0.95,1
"573","1382_285",0,0,0,0.95,1,1
"574","1382_1383",0,0,0,0.95,0.99,1
"575","1383_1384",0,0,0,0.99,0.992,1
"576","1384_1385",0,0,0,0.992,0.98,0
"577","1385_286",0,0,0,0.98,1,1
"578","1385_287",0,0,0,0.98,1,1
"579","1384_1386",0,0,0,0.992,0.994,1
"580","1386_1387",0,0,0,0.994,0.998,1
"581","1387_288",0,0,0,0.998,1,1
"582","1387_289",0,0,0,0.998,1,1
"583","1386_290",0,0,0,0.994,1,1
"584","1383_1388",0,0,0,0.99,0.978,0
"585","1388_1389",0,0,0,0.978,0.92,0
"586","1389_291",0,0,0,0.92,1,1
"587","1389_1390",0,0,0,0.92,0.86,0
"588","1390_1391",0,1,1,0.86,0.868,1
"589","1391_1392",1,1,0,0.868,0.812,0
"590","1392_292",1,0,1,0.812,1,1
"591","1392_293",1,1,0,0.812,1,1
"592","1391_1393",1,1,0,0.868,0.998,1
"593","1393_1394",1,1,0,0.998,1,1
"594","1394_294",1,1,0,1,1,0
"595","1394_1395",1,1,0,1,0.994,0
"596","1395_295",1,0,1,0.994,1,1
"597","1395_296",1,1,0,0.994,1,1
"598","1393_297",1,1,0,0.998,1,1
"599","1390_298",0,0,0,0.86,1,1
"600","1388_299",0,0,0,0.978,1,1
"601","1381_300",0,0,0,0.93,1,1
"602","1380_1396",0,0,0,0.952,0.978,1
"603","1396_1397",0,0,0,0.978,0.976,0
"604","1397_1398",0,0,0,0.976,0.976,0
"605","1398_301",0,0,0,0.976,1,1
"606","1398_302",0,0,0,0.976,1,1
"607","1397_303",0,0,0,0.976,1,1
"608","1396_1399",0,0,0,0.978,0.982,1
"609","1399_1400",0,0,0,0.982,0.976,0
"610","1400_304",0,0,0,0.976,1,1
"611","1400_1401",0,0,0,0.976,0.976,0
"612","1401_1402",0,0,0,0.976,0.988,1
"613","1402_305",0,0,0,0.988,1,1
"614","1402_306",0,0,0,0.988,1,1
"615","1401_307",0,0,0,0.976,1,1
"616","1399_1403",0,0,0,0.982,0.99,1
"617","1403_1404",0,0,0,0.99,0.99,0
"618","1404_1405",0,0,0,0.99,0.984,0
"619","1405_308",0,0,0,0.984,1,1
"620","1405_309",0,0,0,0.984,1,1
"621","1404_1406",0,0,0,0.99,0.988,0
"622","1406_310",0,0,0,0.988,1,1
"623","1406_1407",0,0,0,0.988,0.992,1
"624","1407_311",0,0,0,0.992,1,1
"625","1407_312",0,0,0,0.992,1,1
"626","1403_1408",0,0,0,0.99,0.974,0
"627","1408_313",0,0,0,0.974,1,1
"628","1408_314",0,0,0,0.974,1,1
"629","1359_1409",0,0,0,0.818,0.812,0
"630","1409_1410",0,0,0,0.812,0.794,0
"631","1410_1411",0,0,0,0.794,0.812,1
"632","1411_315",0,0,0,0.812,1,1
"633","1411_1412",0,0,0,0.812,0.81,0
"634","1412_316",0,0,0,0.81,1,1
"635","1412_1413",0,0,0,0.81,0.67,0
"636","1413_317",0,0,0,0.67,1,1
"637","1413_318",0,1,1,0.67,1,1
"638","1410_1414",0,0,0,0.794,0.764,0
"639","1414_1415",0,0,0,0.764,0.798,1
"640","1415_1416",0,0,0,0.798,0.864,1
"641","1416_319",0,0,0,0.864,1,1
"642","1416_320",0,0,0,0.864,1,1
"643","1415_321",0,0,0,0.798,1,1
"644","1414_1417",0,0,0,0.764,0.752,0
"645","1417_1418",0,0,0,0.752,0.672,0
"646","1418_322",0,0,0,0.672,1,1
"647","1418_1419",0,0,0,0.672,0.548,0
"648","1419_1420",0,0,0,0.548,0.572,1
"649","1420_323",0,1,1,0.572,1,1
"650","1420_324",0,0,0,0.572,1,1
"651","1419_1421",0,1,1,0.548,0.994,1
"652","1421_325",1,1,0,0.994,1,1
"653","1421_326",1,1,0,0.994,1,1
"654","1417_327",0,0,0,0.752,1,1
"655","1409_1422",0,0,0,0.812,0.824,1
"656","1422_1423",0,0,0,0.824,0.662,0
"657","1423_1424",0,0,0,0.662,0.568,0
"658","1424_1425",0,0,0,0.568,0.62,1
"659","1425_328",0,0,0,0.62,1,1
"660","1425_1426",0,0,0,0.62,0.558,0
"661","1426_329",0,0,0,0.558,1,1
"662","1426_330",0,1,1,0.558,1,1
"663","1424_331",0,1,1,0.568,1,1
"664","1423_1427",0,0,0,0.662,0.598,0
"665","1427_1428",0,0,0,0.598,0.586,0
"666","1428_332",0,0,0,0.586,1,1
"667","1428_333",0,1,1,0.586,1,1
"668","1427_334",0,1,1,0.598,1,1
"669","1422_1429",0,0,0,0.824,0.804,0
"670","1429_1430",0,0,0,0.804,0.766,0
"671","1430_1431",0,0,0,0.766,0.6,0
"672","1431_1432",0,0,0,0.6,0.842,1
"673","1432_335",0,0,0,0.842,1,1
"674","1432_1433",0,0,0,0.842,0.874,1
"675","1433_1434",0,0,0,0.874,0.98,1
"676","1434_336",0,0,0,0.98,1,1
"677","1434_337",0,0,0,0.98,1,1
"678","1433_1435",0,0,0,0.874,0.848,0
"679","1435_338",0,0,0,0.848,1,1
"680","1435_339",0,1,1,0.848,1,1
"681","1431_1436",0,0,0,0.6,0.562,0
"682","1436_340",0,0,0,0.562,1,1
"683","1436_1437",0,1,1,0.562,0.706,1
"684","1437_1438",1,1,0,0.706,0.852,1
"685","1438_1439",1,1,0,0.852,0.856,1
"686","1439_1440",1,1,0,0.856,0.816,0
"687","1440_1441",1,1,0,0.816,0.734,0
"688","1441_1442",1,1,0,0.734,0.72,0
"689","1442_1443",1,1,0,0.72,0.648,0
"690","1443_1444",1,1,0,0.648,0.514,0
"691","1444_1445",1,1,0,0.514,0.584,1
"692","1445_341",1,0,1,0.584,1,1
"693","1445_1446",1,1,0,0.584,0.614,1
"694","1446_1447",1,1,0,0.614,0.638,1
"695","1447_1448",1,0,1,0.638,0.958,1
"696","1448_342",0,0,0,0.958,1,1
"697","1448_343",0,0,0,0.958,1,1
"698","1447_1449",1,1,0,0.638,0.93,1
"699","1449_1450",1,1,0,0.93,0.988,1
"700","1450_1451",1,1,0,0.988,0.998,1
"701","1451_344",1,1,0,0.998,1,1
"702","1451_345",1,1,0,0.998,1,1
"703","1450_1452",1,1,0,0.988,0.998,1
"704","1452_346",1,1,0,0.998,1,1
"705","1452_1453",1,1,0,0.998,1,1
"706","1453_347",1,1,0,1,1,0
"707","1453_1454",1,1,0,1,1,0
"708","1454_348",1,1,0,1,1,0
"709","1454_349",1,1,0,1,1,0
"710","1449_1455",1,1,0,0.93,1,1
"711","1455_350",1,1,0,1,1,0
"712","1455_351",1,1,0,1,1,0
"713","1446_1456",1,1,0,0.614,0.678,1
"714","1456_352",1,0,1,0.678,1,1
"715","1456_353",1,0,1,0.678,1,1
"716","1444_1457",1,1,0,0.514,0.636,1
"717","1457_354",1,0,1,0.636,1,1
"718","1457_1458",1,1,0,0.636,0.69,1
"719","1458_1459",1,1,0,0.69,0.694,1
"720","1459_355",1,1,0,0.694,1,1
"721","1459_356",1,0,1,0.694,1,1
"722","1458_1460",1,0,1,0.69,0.728,1
"723","1460_1461",0,0,0,0.728,0.848,1
"724","1461_357",0,0,0,0.848,1,1
"725","1461_358",0,0,0,0.848,1,1
"726","1460_1462",0,0,0,0.728,0.696,0
"727","1462_359",0,1,1,0.696,1,1
"728","1462_360",0,0,0,0.696,1,1
"729","1443_1463",1,1,0,0.648,0.66,1
"730","1463_1464",1,1,0,0.66,0.67,1
"731","1464_361",1,0,1,0.67,1,1
"732","1464_1465",1,1,0,0.67,0.718,1
"733","1465_362",1,1,0,0.718,1,1
"734","1465_1466",1,1,0,0.718,0.674,0
"735","1466_363",1,0,1,0.674,1,1
"736","1466_364",1,1,0,0.674,1,1
"737","1463_1467",1,1,0,0.66,0.638,0
"738","1467_1468",1,1,0,0.638,0.746,1
"739","1468_365",1,1,0,0.746,1,1
"740","1468_1469",1,1,0,0.746,0.782,1
"741","1469_1470",1,1,0,0.782,0.994,1
"742","1470_1471",1,1,0,0.994,0.998,1
"743","1471_366",1,1,0,0.998,1,1
"744","1471_1472",1,1,0,0.998,1,1
"745","1472_367",1,1,0,1,1,0
"746","1472_368",1,1,0,1,1,0
"747","1470_369",1,1,0,0.994,1,1
"748","1469_370",1,0,1,0.782,1,1
"749","1467_1473",1,1,0,0.638,0.5,0
"750","1473_1474",1,0,1,0.5,0.712,1
"751","1474_371",0,0,0,0.712,1,1
"752","1474_1475",0,0,0,0.712,0.986,1
"753","1475_372",0,0,0,0.986,1,1
"754","1475_373",0,0,0,0.986,1,1
"755","1473_374",1,0,1,0.5,1,1
"756","1442_375",1,1,0,0.72,1,1
"757","1441_1476",1,1,0,0.734,0.574,0
"758","1476_376",1,0,1,0.574,1,1
"759","1476_377",1,0,1,0.574,1,1
"760","1440_1477",1,1,0,0.816,0.762,0
"761","1477_378",1,1,0,0.762,1,1
"762","1477_1478",1,1,0,0.762,0.692,0
"763","1478_1479",1,1,0,0.692,0.62,0
"764","1479_379",1,1,0,0.62,1,1
"765","1479_1480",1,0,1,0.62,1,1
"766","1480_380",0,0,0,1,1,0
"767","1480_381",0,0,0,1,1,0
"768","1478_382",1,0,1,0.692,1,1
"769","1439_1481",1,1,0,0.856,0.82,0
"770","1481_383",1,1,0,0.82,1,1
"771","1481_1482",1,1,0,0.82,0.624,0
"772","1482_384",1,1,0,0.624,1,1
"773","1482_1483",1,1,0,0.624,0.616,0
